@relation 'DDoS'

@attribute ' Protocol' {0,6,17}
@attribute ' Flow Duration' numeric
@attribute ' Total Fwd Packets' numeric
@attribute ' Total Backward Packets' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute ' Fwd Packet Length Max' numeric
@attribute ' Fwd Packet Length Min' numeric
@attribute ' Fwd Packet Length Mean' numeric
@attribute ' Fwd Packet Length Std' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute ' Bwd Packet Length Mean' numeric
@attribute ' Bwd Packet Length Std' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow Packets/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Max' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Max' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Bwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Header Length' numeric
@attribute 'Fwd Packets/s' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Min Packet Length' numeric
@attribute ' Max Packet Length' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' Packet Length Std' numeric
@attribute ' Packet Length Variance' numeric
@attribute 'FIN Flag Count' numeric
@attribute ' SYN Flag Count' numeric
@attribute ' RST Flag Count' numeric
@attribute ' PSH Flag Count' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' URG Flag Count' numeric
@attribute ' CWE Flag Count' numeric
@attribute ' ECE Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Average Packet Size' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Avg Bwd Segment Size' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Fwd Avg Bulk Rate' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute ' Bwd Avg Packets/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute ' Subflow Bwd Packets' numeric
@attribute ' Subflow Bwd Bytes' numeric
@attribute Init_Win_bytes_forward numeric
@attribute ' Init_Win_bytes_backward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' min_seg_size_forward' numeric
@attribute 'Active Mean' numeric
@attribute ' Active Std' numeric
@attribute ' Active Max' numeric
@attribute ' Active Min' numeric
@attribute 'Idle Mean' numeric
@attribute ' Idle Std' numeric
@attribute ' Idle Max' numeric
@attribute ' Idle Min' numeric
@attribute ' Label' {BENIGN,DDoS}

@data
17,244780,1,1,63,226,63,63,63,0,226,226,226,0,1180.652014,8.170602,244780,0,244780,244780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,4.085301,4.085301,63,226,117.333333,94.108094,8856.333333,0,0,0,0,0,0,0,0,1,176,63,226,0,0,0,0,0,0,1,63,1,226,-1,-1,0,40,0,0,0,0,0,0,0,0,BENIGN
6,9222600,1,5,6,30,6,6,6,0,6,6,6,0,3.903455,0.650576,1844520,4117485.049,9210097,3,0,0,0,0,0,9221793,2305448.25,4603101.689,9210097,3,0,0,0,0,20,100,0.108429,0.542146,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,12503,0,12503,12503,9210097,0,9210097,9210097,BENIGN
6,6905,3,0,18,0,6,6,6,0,0,0,0,0,2606.806662,434.467777,3452.5,638.517423,3904,3001,6905,3452.5,638.517423,3904,3001,0,0,0,0,0,0,0,0,0,60,0,434.467777,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,0,0,3,18,0,0,127,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
17,263756,2,2,66,428,33,33,33,0,214,214,214,0,1872.943175,15.165532,87918.66667,152197.3252,263661,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,80,40,7.582766,7.582766,33,214,105.4,99.137783,9828.3,0,0,0,0,0,0,0,0,1,131.75,33,214,0,0,0,0,0,0,2,66,2,428,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
6,87179092,6,9,11613,62,7300,0,1935.5,3138.79504,20,0,6.888889,5.301991,133.919725,0.17206,6227078,20700000,77900000,1,87200000,17400000,38600000,86400000,3,86400000,10800000,27300000,77900000,1,0,0,0,0,132,192,0.068824,0.103236,0,7300,730.0625,2052.802328,4213997.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,28875,0,28875,28875,43200000,49000000,77900000,8534953,BENIGN
17,26311,2,2,62,276,31,31,31,0,138,138,138,0,12846.33803,152.027669,8770.333333,15148.24592,26262,1,48,48,0,48,48,1,1,0,1,1,0,0,0,0,40,64,76.013835,76.013835,31,138,73.8,58.606314,3434.7,0,0,0,0,0,0,0,0,1,92.25,31,138,0,0,0,0,0,0,2,62,2,276,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,1494349,6,2,11607,26,10220,0,1934.5,4095.982312,20,6,13,9.899495,7784.660745,5.353502,213478.4286,564369.9073,1493349,2,1494349,298869.8,667734.242,1493349,2,96,96,0,96,96,0,0,0,0,144,40,4.015126,1.338375,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
6,292757,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13,9.899495,39715.53199,30.74222,36594.625,94377.62368,269324,10,292757,48792.83333,108430.3787,269324,16,10,10,0,10,10,0,0,0,0,164,40,23.910615,6.831604,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0,0,0,0,0,0,0,0,BENIGN
6,1132577,1,6,1375,30,1375,1375,1375,0,6,0,5,2.44949,1240.533756,6.180595,188762.8333,454458.0801,1116392,1,0,0,0,0,0,1124011,224802.2,498421.4216,1116392,1,1,0,0,0,20,132,0.882942,5.297653,0,1375,347.5,634.190147,402197.1429,0,1,0,0,1,1,0,0,6,397.142857,1375,5,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
6,96763008,5,9,12982,56,11595,0,2596.4,5065.280279,20,0,6.222222,5.783117,134.741574,0.144683,7443308.308,23100000,83700000,1,96800000,24200000,47200000,95000000,6,95000000,11900000,29300000,83700000,1,1,0,0,0,112,204,0.051673,0.093011,0,11595,960.866667,2980.615849,8884070.838,0,1,0,0,1,1,0,0,1,1029.5,2596.4,6.222222,0,0,0,0,0,0,5,12982,9,56,229,256,3,20,36652,0,36652,36652,47500000,51300000,83700000,11200000,BENIGN
6,47846,5,3,11601,26,8760,0,2320.2,3668.897,20,0,8.666667,10.263203,243008.82,167.20311,6835.142857,11993.69824,31014,0,47846,11961.5,15256.38868,32302,188,32023,16011.5,21216.73897,31014,1009,0,0,0,0,112,72,104.501944,62.701166,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,1,0,0,0,0,1453.375,2320.2,8.666667,0,0,0,0,0,0,5,11601,3,26,29200,256,4,20,0,0,0,0,0,0,0,0,BENIGN
6,1382154,8,2,11607,26,4380,0,1450.875,1743.870526,20,6,13,9.899495,8416.572972,7.235084,153572.6667,460327.2931,1381112,2,1382154,197450.5714,521945.6862,1381112,2,3,3,0,3,3,0,0,0,0,184,40,5.788067,1.447017,0,4380,1057.545455,1607.044079,2582590.673,0,0,0,1,0,0,0,0,0,1163.3,1450.875,13,0,0,0,0,0,0,8,11607,2,26,8192,256,6,20,0,0,0,0,0,0,0,0,BENIGN
6,9878195,1,6,6,36,6,6,6,0,6,6,6,0,4.251789,0.708631,1646365.833,4014930.035,9841775,1,0,0,0,0,0,9848757,1969751.4,4400595.676,9841775,1,0,0,0,0,20,120,0.101233,0.607398,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857143,6,6,0,0,0,0,0,0,1,6,6,36,229,0,0,20,36420,0,36420,36420,9841775,0,9841775,9841775,BENIGN
17,23601,1,1,77,159,77,77,77,0,159,159,159,0,9999.576289,84.742172,23601,0,23601,23601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.371086,42.371086,77,159,104.333333,47.342722,2241.333333,0,0,0,0,0,0,0,0,1,156.5,77,159,0,0,0,0,0,0,1,77,1,159,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
17,346,2,2,70,102,35,35,35,0,51,51,51,0,497109.8266,11560.69364,115.333333,193.701661,339,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,5780.346821,5780.346821,35,51,41.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,6730152,54,72,2960,126959,360,0,54.814815,118.576633,2920,0,1763.319444,766.609194,19304.02166,18.721717,53841.216,429946.597,4801079,1,1929073,36397.60377,58396.46054,234591,50,6613490,93147.74648,570139.4968,4801106,2,0,0,0,0,1092,1452,8.023593,10.698124,0,2920,1022.984252,1029.707934,1060298.428,0,0,0,1,0,0,0,0,1,1031.103175,54.814815,1763.319444,0,0,0,0,0,0,54,2960,72,126959,8192,46,53,20,0,0,0,0,0,0,0,0,BENIGN
6,6118257,23,31,6554,32640,1131,0,284.956522,490.819767,2696,0,1052.903226,847.402634,6406.072841,8.826043,115438.8113,325861.6574,2008234,0,4110023,186819.2273,265372.7175,1042155,149,5885792,196193.0667,443067.9666,2051809,2,0,0,0,0,744,1008,3.759241,5.066803,0,2696,712.618182,806.761186,650863.6108,0,0,0,1,0,0,0,0,1,725.814815,284.956522,1052.903226,0,0,0,0,0,0,23,6554,31,32640,29200,232,6,32,0,0,0,0,0,0,0,0,BENIGN
17,107249,2,2,70,254,35,35,35,0,127,127,127,0,3021.007189,37.296385,35749.66667,61915.04287,107243,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,18.648193,18.648193,35,127,71.8,50.390475,2539.2,0,0,0,0,0,0,0,0,1,89.75,35,127,0,0,0,0,0,0,2,70,2,254,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,4,2,0,37,0,31,6,18.5,17.67767,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,31,22.666667,14.433757,208.333333,0,1,0,0,1,0,0,0,0,34,18.5,0,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,11080478,1,5,6,30,6,6,6,0,6,6,6,0,3.248957,0.541493,2216095.6,4937345.914,11000000,4,0,0,0,0,0,11100000,2762682,5523718.7,11000000,4,0,0,0,0,20,100,0.090249,0.451244,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,32218,0,32218,32218,11000000,0,11000000,11000000,BENIGN
17,224,2,2,64,258,32,32,32,0,129,129,129,0,1437500,17857.14286,74.666667,45.324754,127,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,40,40,8928.571429,8928.571429,32,129,70.8,53.129088,2822.7,0,0,0,0,0,0,0,0,1,88.5,32,129,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,4403620,5,0,618,0,581,0,123.6,256.195824,0,0,0,0,140.339085,1.135429,1100905,2199517.737,4400181,3,4403620,1100905,2199517.737,4400181,3,0,0,0,0,0,0,0,0,0,160,0,1.135429,0,0,581,103,234.638445,55055.2,0,0,0,0,1,0,0,0,0,123.6,123.6,0,0,0,0,0,0,0,5,618,0,0,65535,-1,2,32,0,0,0,0,0,0,0,0,BENIGN
6,12038318,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683282,116.212248,0.498408,2407663.6,5374411.714,12000000,3,0,0,0,0,0,12000000,3009422.5,6008186.904,12000000,3,1,0,0,0,20,112,0.083068,0.41534,0,1375,396.285714,668.59273,447016.2381,0,1,0,0,1,1,0,0,5,462.333333,1375,4.8,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,16621,0,16621,16621,12000000,0,12000000,12000000,BENIGN
17,60652,1,1,76,108,76,76,76,0,108,108,108,0,3033.700455,32.975005,60652,0,60652,60652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16.487502,16.487502,76,108,86.666667,18.475209,341.333333,0,0,0,0,0,0,0,0,1,130,76,108,0,0,0,0,0,0,1,76,1,108,-1,-1,0,40,0,0,0,0,0,0,0,0,BENIGN
6,43,2,0,12,0,6,6,6,0,0,0,0,0,279069.7674,46511.62791,43,0,43,43,43,43,0,43,43,0,0,0,0,0,0,0,0,0,40,0,46511.62791,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,3130,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,93120,4,2,136,228,34,34,34,0,114,114,114,0,3908.934708,64.43299,18624,27939.61141,62752,3,30320,10106.66667,17500.06401,30314,3,48,48,0,48,48,0,0,0,0,104,40,42.955326,21.477663,34,114,56.857143,39.036003,1523.809524,0,0,0,0,0,0,0,0,0,66.333333,34,114,0,0,0,0,0,0,4,136,2,228,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
6,54,1,1,6,6,6,6,6,0,6,6,6,0,222222.2222,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18518.51852,18518.51852,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,288,253,0,20,0,0,0,0,0,0,0,0,BENIGN
6,828155,1,5,6,30,6,6,6,0,6,6,6,0,43.470123,7.245021,165631,355076.9629,800703,1,0,0,0,0,0,817243,204310.75,397658.2022,800703,1,0,0,0,0,20,100,1.207503,6.037517,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,216,2,2,74,154,37,37,37,0,77,77,77,0,1055555.556,18518.51852,72,119.511506,210,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,9259.259259,9259.259259,37,77,53,21.908902,480,0,0,0,0,0,0,0,0,1,66.25,37,77,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
17,242,2,2,82,178,41,41,41,0,89,89,89,0,1074380.165,16528.92562,80.666667,93.189771,184,3,3,3,0,3,3,55,55,0,55,55,0,0,0,0,64,64,8264.46281,8264.46281,41,89,60.2,26.290683,691.2,0,0,0,0,0,0,0,0,1,75.25,41,89,0,0,0,0,0,0,2,82,2,178,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
17,24299,2,2,74,202,37,37,37,0,101,101,101,0,11358.49212,164.615828,8099.666667,14023.83804,24293,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,82.307914,82.307914,37,101,62.6,35.054244,1228.8,0,0,0,0,0,0,0,0,1,78.25,37,101,0,0,0,0,0,0,2,74,2,202,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,11963373,2,4,0,31,0,0,0,0,31,0,7.75,15.5,2.591242,0.501531,2392674.6,4433767.016,10200000,4,10200000,10200000,0,10200000,10200000,11900000,3979814.667,5487582.732,10200000,4,0,0,0,0,64,128,0.167177,0.334354,0,31,4.428571,11.716899,137.285714,0,0,0,0,1,0,0,0,2,5.166667,0,7.75,0,0,0,0,0,0,2,0,4,31,342,67,0,32,23929,0,23929,23929,10200000,0,10200000,10200000,BENIGN
17,292,2,2,60,188,30,30,30,0,94,94,94,0,849315.0685,13698.63014,97.333333,126.437073,241,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,6849.315068,6849.315068,30,94,55.6,35.054244,1228.8,0,0,0,0,0,0,0,0,1,69.5,30,94,0,0,0,0,0,0,2,60,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,117302243,15,14,1638,4519,1009,0,109.2,256.491492,1418,0,322.785714,522.033477,52.48834,0.247225,4189365.821,15300000,58700000,3,117000000,8378731.643,21200000,58800000,45,117000000,9020387.692,22000000,58800000,3,0,0,0,0,488,456,0.127875,0.11935,0,1418,205.233333,408.432384,166817.0126,0,0,0,1,0,0,0,0,0,212.310345,109.2,322.785714,0,0,0,0,0,0,15,1638,14,4519,29200,370,8,32,143055.5,93367.08649,209076,77035,58500000,331908.852,58700000,58300000,BENIGN
17,23808,2,2,84,310,42,42,42,0,155,155,155,0,16549.05914,168.010753,7936,13739.49304,23801,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,84.005376,84.005376,42,155,87.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,109,42,155,0,0,0,0,0,0,2,84,2,310,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,48356,1,1,52,163,52,52,52,0,163,163,163,0,4446.190752,41.359914,48356,0,48356,48356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,20.679957,20.679957,52,163,89,64.08588,4107,0,0,0,0,0,0,0,0,1,133.5,52,163,0,0,0,0,0,0,1,52,1,163,-1,-1,0,40,0,0,0,0,0,0,0,0,BENIGN
6,21882,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13,9.899495,531349.968,411.296956,2735.25,7319.952181,20848,3,21882,3647,8521.083828,21038,18,3,3,0,3,3,0,0,0,0,164,40,319.897633,91.399324,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0,0,0,0,0,0,0,0,BENIGN
6,6071563,5,2,135,52,46,6,27,20.124612,46,6,26,28.284271,30.799318,1.152916,1011927.167,2318297.8,5741450,4,6071563,1517890.75,2817617.841,5741450,4,6029787,6029787,0,6029787,6029787,1,0,0,0,100,40,0.823511,0.329404,6,46,29.125,19.809359,392.410714,0,1,0,0,1,0,0,0,0,33.285714,27,26,0,0,0,0,0,0,5,135,2,52,258,368,4,20,249156,0,249156,249156,5741450,0,5741450,5741450,BENIGN
6,82420357,6,9,11613,62,5840,0,1935.5,2991.613996,20,0,6.888889,5.301991,141.651898,0.181994,5887168.357,21500000,80500000,1,82400000,16500000,36900000,82400000,2,82400000,10300000,28400000,80500000,1,0,0,0,0,132,192,0.072798,0.109196,0,5840,730.0625,1978.190435,3913237.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,1950187,0,1950187,1950187,80500000,0,80500000,80500000,BENIGN
17,187,2,2,86,118,43,43,43,0,59,59,59,0,1090909.091,21390.37433,62.333333,68.303245,137,3,47,47,0,47,47,3,3,0,3,3,0,0,0,0,64,64,10695.18717,10695.18717,43,59,49.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
17,195,2,2,80,112,40,40,40,0,56,56,56,0,984615.3846,20512.82051,65,106.522298,188,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,80,80,10256.41026,10256.41026,40,56,46.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,58,40,56,0,0,0,0,0,0,2,80,2,112,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
6,6049062,1,5,6,30,6,6,6,0,6,6,6,0,5.951336,0.991889,1209812.4,2694088.727,6029138,3,0,0,0,0,0,6038823,1509705.75,3012957.342,6029138,3,0,0,0,0,20,100,0.165315,0.826574,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,19924,0,19924,19924,6029138,0,6029138,6029138,BENIGN
17,194,2,2,70,168,35,35,35,0,84,84,84,0,1226804.124,20618.5567,64.666667,110.273901,192,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,10309.27835,10309.27835,35,84,54.6,26.838405,720.3,0,0,0,0,0,0,0,0,1,68.25,35,84,0,0,0,0,0,0,2,70,2,168,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,177,2,2,96,96,48,48,48,0,48,48,48,0,1084745.763,22598.87006,59,95.262794,169,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,11299.43503,11299.43503,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,445448,6,2,11607,26,8760,0,1934.5,3530.471796,20,6,13,9.899495,26115.28169,17.959448,63635.42857,167583.0413,443676,2,445448,89089.6,198220.9308,443676,2,18,18,0,18,18,0,0,0,0,144,40,13.469586,4.489862,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
6,41,1,1,6,6,6,6,6,0,6,6,6,0,292682.9268,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,237,254,0,20,0,0,0,0,0,0,0,0,BENIGN
6,428584,3,4,600,925,600,0,200,346.410162,925,0,231.25,462.5,3558.228959,16.332854,71430.66667,110107.0685,213679,3,213854,106927,151098.8196,213770,84,214905,71635,122990.1832,213650,3,0,0,0,0,104,136,6.999795,9.33306,0,925,190.625,363.499239,132131.6964,0,0,0,1,0,0,0,0,1,217.857143,200,231.25,0,0,0,0,0,0,3,600,4,925,29200,4980,1,32,0,0,0,0,0,0,0,0,BENIGN
6,101012479,6,9,11613,62,10135,0,1935.5,4058.890772,20,0,6.888889,5.301991,115.579779,0.148497,7215177.071,25000000,93800000,1,101000000,20200000,44700000,100000000,4,100000000,12500000,32900000,93800000,1,0,0,0,0,132,192,0.059399,0.089098,0,10135,730.0625,2534.071308,6421517.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,30070,0,30070,30070,50100000,61800000,93800000,6352818,BENIGN
17,46358,1,1,45,90,45,45,45,0,90,90,90,0,2912.118728,43.1425,46358,0,46358,46358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,21.57125,21.57125,45,90,60,25.980762,675,0,0,0,0,0,0,0,0,1,90,45,90,0,0,0,0,0,0,1,45,1,90,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
6,116923056,32,38,1038,35655,513,0,32.4375,96.677695,2920,0,938.289474,853.079981,313.821767,0.598684,1694537.043,3706179.415,10100000,3,117000000,3771711.484,4816181.803,10100000,3,112000000,3016307.649,4632659.352,10100000,57,0,0,0,0,652,904,0.273684,0.325,0,2920,516.802817,772.210753,596309.4463,0,0,0,1,0,0,0,0,1,524.185714,32.4375,938.289474,0,0,0,0,0,0,32,1038,38,35655,8192,123,31,20,120207.3333,339473.4299,1198180,21929,9623380.417,1362675.255,10100000,5297332,BENIGN
6,71060380,7,10,11607,68,7300,0,1658.142857,2588.36605,20,0,6.8,5.006662,164.296898,0.239233,4441273.75,17000000,68300000,4,71100000,11800000,28700000,70400000,10,70400000,7826440,22700000,68300000,4,0,0,0,0,152,212,0.098508,0.140725,0,7300,648.944444,1746.665747,3050841.232,0,0,0,0,1,1,0,0,1,687.117647,1658.142857,6.8,0,0,0,0,0,0,7,11607,10,68,229,256,5,20,2177146,0,2177146,2177146,68300000,0,68300000,68300000,BENIGN
6,23,1,1,6,6,6,6,6,0,6,6,6,0,521739.1304,86956.52174,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,60,16425,0,20,0,0,0,0,0,0,0,0,BENIGN
6,3296397,1,4,1375,18,1375,1375,1375,0,6,0,4.5,3,422.582596,1.516808,824099.25,1646184.167,3293375,226,0,0,0,0,0,3293909,1097969.667,1901276.791,3293375,226,1,0,0,0,20,92,0.303362,1.213446,0,1375,461.333333,707.726972,500877.4667,0,1,0,0,1,1,0,0,4,553.6,1375,4.5,0,0,0,0,0,0,1,1375,4,18,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
6,84,1,1,6,6,6,6,6,0,6,6,6,0,142857.1429,23809.52381,84,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,946,255,0,20,0,0,0,0,0,0,0,0,BENIGN
6,80381860,7,10,11613,68,5840,0,1659,2429.621575,20,0,6.8,5.006662,145.318857,0.211491,5023866.25,17500000,70000000,1,80400000,13400000,32700000,80200000,3,80200000,8905616,23200000,70000000,1,0,0,0,0,152,212,0.087084,0.124406,0,5840,649.277778,1664.45447,2770408.683,0,0,0,0,1,1,0,0,1,687.470588,1659,6.8,0,0,0,0,0,0,7,11613,10,68,229,256,5,20,6271,0,6271,6271,40100000,42300000,70000000,10100000,BENIGN
6,22498,15,6,18467,24,2920,0,1231.133333,1054.492489,6,0,4,3.098387,821895.2796,933.416304,1124.9,4044.61659,17837,1,22498,1607,4803.850683,17837,1,18172,3634.4,8041.887546,18020,3,0,0,0,0,324,144,666.725931,266.690373,0,2920,840.5,1041.088247,1083864.738,0,0,0,1,0,0,0,0,0,880.523809,1231.133333,4,0,0,0,0,0,0,15,18467,6,24,8192,357,13,20,0,0,0,0,0,0,0,0,BENIGN
6,115981505,16,14,435,746,435,0,27.1875,108.75,746,0,53.285714,199.376887,10.182658,0.258662,3999362.241,4968587.987,10200000,46,116000000,7732100.333,4358369.338,10200000,103,113000000,8664726.385,3832898.172,10200000,20750,0,0,0,0,520,456,0.137953,0.120709,0,746,38.096774,152.834192,23358.29032,0,0,0,1,0,0,0,0,0,39.366667,27.1875,53.285714,0,0,0,0,0,0,16,435,14,746,29200,340,1,32,41525.90909,17611.36538,94558,35811,10200000,16744.2759,10200000,10100000,BENIGN
