@relation 'DDoS'

@attribute ' Protocol' {0,6,17}
@attribute ' Flow Duration' numeric
@attribute ' Total Fwd Packets' numeric
@attribute ' Total Backward Packets' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute ' Total Length of Bwd Packets' numeric
@attribute ' Fwd Packet Length Max' numeric
@attribute ' Fwd Packet Length Min' numeric
@attribute ' Fwd Packet Length Mean' numeric
@attribute ' Fwd Packet Length Std' numeric
@attribute 'Bwd Packet Length Max' numeric
@attribute ' Bwd Packet Length Min' numeric
@attribute ' Bwd Packet Length Mean' numeric
@attribute ' Bwd Packet Length Std' numeric
@attribute 'Flow Bytes/s' numeric
@attribute ' Flow Packets/s' numeric
@attribute ' Flow IAT Mean' numeric
@attribute ' Flow IAT Std' numeric
@attribute ' Flow IAT Max' numeric
@attribute ' Flow IAT Min' numeric
@attribute 'Fwd IAT Total' numeric
@attribute ' Fwd IAT Mean' numeric
@attribute ' Fwd IAT Std' numeric
@attribute ' Fwd IAT Max' numeric
@attribute ' Fwd IAT Min' numeric
@attribute 'Bwd IAT Total' numeric
@attribute ' Bwd IAT Mean' numeric
@attribute ' Bwd IAT Std' numeric
@attribute ' Bwd IAT Max' numeric
@attribute ' Bwd IAT Min' numeric
@attribute 'Fwd PSH Flags' numeric
@attribute ' Bwd PSH Flags' numeric
@attribute ' Fwd URG Flags' numeric
@attribute ' Bwd URG Flags' numeric
@attribute ' Fwd Header Length' numeric
@attribute ' Bwd Header Length' numeric
@attribute 'Fwd Packets/s' numeric
@attribute ' Bwd Packets/s' numeric
@attribute ' Min Packet Length' numeric
@attribute ' Max Packet Length' numeric
@attribute ' Packet Length Mean' numeric
@attribute ' Packet Length Std' numeric
@attribute ' Packet Length Variance' numeric
@attribute 'FIN Flag Count' numeric
@attribute ' SYN Flag Count' numeric
@attribute ' RST Flag Count' numeric
@attribute ' PSH Flag Count' numeric
@attribute ' ACK Flag Count' numeric
@attribute ' URG Flag Count' numeric
@attribute ' CWE Flag Count' numeric
@attribute ' ECE Flag Count' numeric
@attribute ' Down/Up Ratio' numeric
@attribute ' Average Packet Size' numeric
@attribute ' Avg Fwd Segment Size' numeric
@attribute ' Avg Bwd Segment Size' numeric
@attribute 'Fwd Avg Bytes/Bulk' numeric
@attribute ' Fwd Avg Packets/Bulk' numeric
@attribute ' Fwd Avg Bulk Rate' numeric
@attribute ' Bwd Avg Bytes/Bulk' numeric
@attribute ' Bwd Avg Packets/Bulk' numeric
@attribute 'Bwd Avg Bulk Rate' numeric
@attribute 'Subflow Fwd Packets' numeric
@attribute ' Subflow Fwd Bytes' numeric
@attribute ' Subflow Bwd Packets' numeric
@attribute ' Subflow Bwd Bytes' numeric
@attribute Init_Win_bytes_forward numeric
@attribute ' Init_Win_bytes_backward' numeric
@attribute ' act_data_pkt_fwd' numeric
@attribute ' min_seg_size_forward' numeric
@attribute 'Active Mean' numeric
@attribute ' Active Std' numeric
@attribute ' Active Max' numeric
@attribute ' Active Min' numeric
@attribute 'Idle Mean' numeric
@attribute ' Idle Std' numeric
@attribute ' Idle Max' numeric
@attribute ' Idle Min' numeric
@attribute ' Label' {BENIGN,DDoS}

@data
6,5438660,1,5,6,30,6,6,6,0,6,6,6,0,6.619278,1.103213,1087732,2416144.493,5409824,4,0,0,0,0,0,5413850,1353462.5,2704241.29,5409824,4,0,0,0,0,20,100,0.183869,0.919344,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,28836,0,28836,28836,5409824,0,5409824,5409824,BENIGN
6,169846,17,16,877,13839,218,0,51.588235,74.988381,2389,0,864.9375,759.882049,86643.19442,194.293654,5307.6875,11338.3435,49393,3,169846,10615.375,14536.69673,49393,4,147363,9824.2,19802.08241,71788,3,0,0,0,0,352,332,100.09067,94.202984,0,2389,432.823529,660.508641,436271.6649,0,0,0,1,0,0,0,0,0,445.939394,51.588235,864.9375,0,0,0,0,0,0,17,877,16,13839,8192,123,16,20,0,0,0,0,0,0,0,0,BENIGN
6,102120317,6,8,11607,56,7215,0,1934.5,2837.6242,20,0,7,5.656854,114.20842,0.137093,7855409,25300000,91700000,1,102000000,20400000,45000000,101000000,65,101000000,14400000,34300000,91700000,1,0,0,0,0,132,172,0.058754,0.078339,0,7215,777.933333,1957.353259,3831231.781,0,0,0,0,1,1,0,0,1,833.5,1934.5,7,0,0,0,0,0,0,6,11607,8,56,229,256,4,20,37115,0,37115,37115,50500000,58300000,91700000,9227689,BENIGN
17,310,2,2,66,164,33,33,33,0,82,82,82,0,741935.4839,12903.22581,103.333333,177.246533,308,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,80,80,6451.612903,6451.612903,33,82,52.6,26.838405,720.3,0,0,0,0,0,0,0,0,1,65.75,33,82,0,0,0,0,0,0,2,66,2,164,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
6,17144032,14,12,2092,3061,517,0,149.428571,198.268937,575,0,255.083333,284.789063,300.571068,1.516563,685761.28,2207229.84,9790465,92,17100000,1318771.692,2978122.176,9790465,14601,17100000,1556252.727,3267072.377,10000000,591,0,0,0,0,304,264,0.816611,0.699952,0,575,190.851852,241.24241,58197.90028,0,0,0,1,0,0,0,0,0,198.192308,149.428571,255.083333,0,0,0,0,0,0,14,2092,12,3061,8192,39,12,20,824056.5,1130074.723,1623140,24973,7747856,2888685.35,9790465,5705247,BENIGN
17,23824,1,1,53,117,53,53,53,0,117,117,117,0,7135.661518,83.948959,23824,0,23824,23824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.97448,41.97448,53,117,74.333333,36.950417,1365.333333,0,0,0,0,0,0,0,0,1,111.5,53,117,0,0,0,0,0,0,1,53,1,117,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
6,3100628,1,6,6,36,6,6,6,0,6,6,6,0,13.545643,2.257607,516771.3333,1255706.956,3079954,12,0,0,0,0,0,3088944,617788.8,1376396.013,3079954,12,0,0,0,0,20,120,0.322515,1.935092,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857143,6,6,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
6,9969401,1,6,1375,30,1375,1375,1375,0,6,0,5,2.44949,140.931236,0.702149,1661566.833,4066741.548,9962768,3,0,0,0,0,0,9967873,1993574.6,4454914.685,9962768,3,1,0,0,0,20,132,0.100307,0.601842,0,1375,347.5,634.190147,402197.1429,0,1,0,0,1,1,0,0,6,397.142857,1375,5,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,6633,0,6633,6633,9962768,0,9962768,9962768,BENIGN
17,24862,2,2,72,104,36,36,36,0,52,52,52,0,7079.076502,160.888102,8287.333333,14341.95859,24848,3,11,11,0,11,11,3,3,0,3,3,0,0,0,0,40,64,80.444051,80.444051,36,52,42.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,53,36,52,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,7266337,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683282,192.53167,0.825726,1453267.4,3237350.511,7244407,4,0,0,0,0,0,7259785,1814946.25,3619646.461,7244407,4,1,0,0,0,20,112,0.137621,0.688105,0,1375,396.285714,668.59273,447016.2381,0,1,0,0,1,1,0,0,5,462.333333,1375,4.8,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,21930,0,21930,21930,7244407,0,7244407,7244407,BENIGN
6,117355500,15,13,592,4609,206,0,39.466667,65.44667,1418,0,354.538461,571.013079,44.318332,0.238591,4346500,15600000,58900000,3,117000000,8382535.714,21200000,58900000,168,117000000,9776537.25,22800000,59000000,3,0,0,0,0,500,424,0.127817,0.110775,0,1418,179.344828,409.585878,167760.5911,0,0,0,1,0,0,0,0,0,185.75,39.466667,354.538461,0,0,0,0,0,0,15,592,13,4609,29200,349,6,32,223742.5,202451.0354,366897,80588,58400000,686437.3429,58900000,58000000,BENIGN
6,4588219,5,1,135,46,46,6,27,20.124612,46,46,46,0,39.448858,1.307697,917643.8,1920840.177,4350583,48,4588219,1147054.75,2138589.322,4350583,48,0,0,0,0,0,1,0,0,0,100,20,1.089747,0.217949,6,46,32.428571,18.8667,355.952381,0,1,0,0,1,0,0,0,0,37.833333,27,46,0,0,0,0,0,0,5,135,1,46,256,39,4,20,0,0,0,0,0,0,0,0,BENIGN
6,9862296,1,5,6,30,6,6,6,0,6,6,6,0,3.650266,0.608378,1972459.2,4387771.891,9821511,0,0,0,0,0,0,9852752,2463188,4905570.765,9821511,0,0,0,0,0,20,100,0.101396,0.506981,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,40785,0,40785,40785,9821511,0,9821511,9821511,BENIGN
6,3,1,1,6,6,6,6,6,0,6,6,6,0,4000000,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,31500,63115,0,20,0,0,0,0,0,0,0,0,BENIGN
6,60751575,9,9,520,653,520,0,57.777778,173.333333,653,0,72.555556,217.666667,19.308141,0.296289,3573622.059,4815910.026,10200000,51,51600000,6453636.75,5221300.56,10500000,43887,60600000,7570462.625,4615565.224,10400000,3701,0,0,0,0,296,296,0.148144,0.148144,0,653,61.736842,186.248294,34688.4269,0,0,0,1,0,0,0,0,1,65.166667,57.777778,72.555556,0,0,0,0,0,0,9,520,9,653,29200,110,1,32,245615.6,115357.4452,450931,187544,10100000,92846.60243,10200000,10000000,BENIGN
6,8936105,1,5,6,30,6,6,6,0,6,6,6,0,4.028601,0.671433,1787221,3990569.435,8925767,3,0,0,0,0,0,8933796,2233449,4461546.409,8925767,3,0,0,0,0,20,100,0.111906,0.559528,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,10338,0,10338,10338,8925767,0,8925767,8925767,BENIGN
6,95003,1,1,0,0,0,0,0,0,0,0,0,0,0,21.051967,95003,0,95003,95003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.525983,10.525983,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0,0,0,0,0,0,0,0,BENIGN
6,71391418,6,9,12976,56,8760,0,2162.666667,3304.170799,20,0,6.222222,5.783117,182.542949,0.210109,5099387,17500000,65700000,1,71400000,14300000,31600000,70800000,191,70800000,8848634.5,23000000,65700000,1,1,0,0,0,132,204,0.084044,0.126066,0,8760,900.4375,2184.324822,4771274.929,0,1,0,0,1,1,0,0,1,960.466667,2162.666667,6.222222,0,0,0,0,0,0,6,12976,9,56,229,256,4,20,39499,0,39499,39499,35400000,42900000,65700000,5024216,BENIGN
6,72308225,5,9,11613,62,11595,0,2322.6,5183.42983,20,0,6.888889,5.301991,161.461577,0.193616,5562171.154,18600000,67300000,2,72300000,18100000,35500000,71300000,184,71300000,8913285.875,23600000,67300000,2,0,0,0,0,112,192,0.069148,0.124467,0,11595,778.733333,2992.233243,8953459.781,0,0,0,0,1,1,0,0,1,834.357143,2322.6,6.888889,0,0,0,0,0,0,5,11613,9,62,229,256,3,20,4054400,0,4054400,4054400,67300000,0,67300000,67300000,BENIGN
6,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,154,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,4014712,1,5,6,30,6,6,6,0,6,6,6,0,8.967019,1.494503,802942.4,1777676.993,3982895,2,0,0,0,0,0,4007913,1001978.25,1987312.807,3982895,2,0,0,0,0,20,100,0.249084,1.245419,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,49791,1,1,50,66,50,50,50,0,66,66,66,0,2329.738306,40.167902,49791,0,49791,49791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.083951,20.083951,50,66,55.333333,9.237604,85.333333,0,0,0,0,0,0,0,0,1,83,50,66,0,0,0,0,0,0,1,50,1,66,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
17,143,2,2,92,124,46,46,46,0,62,62,62,0,1510489.51,27972.02797,47.666667,75.632885,135,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,13986.01399,13986.01399,46,62,52.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,65.5,46,62,0,0,0,0,0,0,2,92,2,124,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,83225293,7,9,11613,62,5840,0,1659,2429.621575,20,0,6.888889,5.301991,140.281873,0.192249,5548352.867,20700000,80200000,1,83200000,13900000,33900000,83000000,3,83000000,10400000,28200000,80200000,1,0,0,0,0,152,192,0.084109,0.10814,0,5840,687.117647,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659,6.888889,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,2796190,0,2796190,2796190,80200000,0,80200000,80200000,BENIGN
6,102664338,6,9,11613,62,7215,0,1935.5,3122.940009,20,0,6.888889,5.301991,113.720112,0.146107,7333167,23900000,89600000,2,103000000,20500000,45300000,102000000,12,102000000,12700000,31300000,89600000,2,0,0,0,0,132,192,0.058443,0.087664,0,7215,730.0625,2044.725914,4180904.062,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,25202,0,25202,25202,50800000,54900000,89600000,12000000,BENIGN
6,5288375,6,4,611,164,517,0,101.833333,204.305082,152,0,41,74.054034,146.547853,1.89094,587597.2222,1715137.509,5160996,3,5288375,1057675,2327494.734,5221083,3,107577,35859,45472.19974,87006,4,0,0,0,0,132,92,1.134564,0.756376,0,517,70.454545,154.756818,23949.67273,0,0,0,1,0,0,0,0,0,77.5,101.833333,41,0,0,0,0,0,0,6,611,4,164,8192,30,5,20,127376,0,127376,127376,5160996,0,5160996,5160996,BENIGN
6,111774130,36,18,7254,5688,403,0,201.5,204.358299,316,316,316,0,115.787079,0.483117,2108945.849,5249241.961,16400000,2,112000000,3193546.571,6211009.766,16400000,2,112000000,6574931.059,7639241.127,16400000,3,1,0,0,0,1152,576,0.322078,0.161039,0,403,242.636364,174.546859,30466.60606,0,1,0,0,1,0,0,0,0,247.12963,201.5,316,0,0,0,0,0,0,36,7254,18,5688,1182,2076,17,32,339.125,48.099413,425,283,14000000,3909048.144,16400000,7232337,BENIGN
6,116025101,22,19,939,7821,484,0,42.681818,109.630282,2920,0,411.631579,877.273378,75.500904,0.353372,2900627.525,4514535.464,10000000,3,116000000,5525004.81,4980662.065,10100000,3,110000000,6133493.444,5022788.966,10100000,4,0,0,0,0,464,524,0.189614,0.163758,0,2920,208.571429,615.60425,378968.5923,0,0,0,1,0,0,0,0,0,213.658537,42.681818,411.631579,0,0,0,0,0,0,22,939,19,7821,8192,290,20,20,35336.5,30255.65468,125238,23036,9633421.667,1270633.486,10000000,5598656,BENIGN
6,83812849,6,9,11613,62,10220,0,1935.5,4095.416255,20,0,6.888889,5.301991,139.298451,0.17897,5986632.071,21200000,79400000,1,83800000,16800000,36400000,81900000,1,81900000,10200000,28000000,79400000,1,0,0,0,0,132,192,0.071588,0.107382,0,10220,730.0625,2553.585204,6520797.396,0,0,0,0,1,1,0,0,1,778.733333,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,2504300,0,2504300,2504300,79400000,0,79400000,79400000,BENIGN
6,18,1,1,6,6,6,6,6,0,6,6,6,0,666666.6667,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,351,16560,0,20,0,0,0,0,0,0,0,0,BENIGN
17,61523,4,2,136,250,34,34,34,0,125,125,125,0,6274.076362,97.524503,12304.6,17660.18036,38328,3,23192,7730.666667,13345.75911,23141,3,3,3,0,3,3,0,0,0,0,80,40,65.016335,32.508168,34,125,60,44.403453,1971.666667,0,0,0,0,0,0,0,0,0,70,34,125,0,0,0,0,0,0,4,136,2,250,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
6,10434629,7,9,12982,56,5840,0,1854.571429,2327.333084,20,0,6.222222,5.783117,1249.493394,1.533356,695641.9333,2077151.324,8045341,2,10400000,1739104.833,3593307.24,8976818,2,8965077,1120634.625,2815591.943,8045341,3,1,0,0,0,152,204,0.670843,0.862513,0,5840,847.823529,1700.119159,2890405.154,0,1,0,0,1,1,0,0,1,900.8125,1854.571429,6.222222,0,0,0,0,0,0,7,12982,9,56,229,256,5,20,931428,0,931428,931428,8045341,0,8045341,8045341,BENIGN
17,296,2,2,88,120,44,44,44,0,60,60,60,0,702702.7027,13513.51351,98.666667,128.710269,245,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,6756.756757,6756.756757,44,60,50.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,63,44,60,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,115596356,16,14,528,985,444,0,33,109.610219,979,0,70.357143,261.530292,13.088648,0.259524,3986081.241,4867378.256,10100000,108,116000000,7706423.733,4122951.718,10100000,22337,111000000,8509687.385,3716060.057,10100000,12184,0,0,0,0,332,424,0.138413,0.121111,0,979,48.806452,189.936203,36075.76129,0,0,0,1,0,0,0,0,0,50.433333,33,70.357143,0,0,0,0,0,0,16,528,14,985,8192,119,15,20,58952.90909,121715.5804,425939,22015,9997967.909,40426.98978,10100000,9899493,BENIGN
17,256,2,2,82,434,41,41,41,0,217,217,217,0,2015625,15625,85.333333,105.096781,204,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,7812.5,7812.5,41,217,111.4,96.39917,9292.8,0,0,0,0,0,0,0,0,1,139.25,41,217,0,0,0,0,0,0,2,82,2,434,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,51,2,0,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,51,51,0,51,51,0,0,0,0,0,0,0,0,0,64,0,39215.68627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,581,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
17,157,2,2,70,102,35,35,35,0,51,51,51,0,1095541.401,25477.70701,52.333333,51.63655,106,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,12738.8535,12738.8535,35,51,41.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
17,23761,2,2,82,204,41,41,41,0,102,102,102,0,12036.53045,168.343083,7920.333333,13673.40577,23709,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,40,84.171542,84.171542,41,102,65.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,81.75,41,102,0,0,0,0,0,0,2,82,2,204,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,1000044,2,0,12,0,6,6,6,0,0,0,0,0,11.999472,1.999912,1000044,0,1000044,1000044,1000044,1000044,0,1000044,1000044,0,0,0,0,0,0,0,0,0,40,0,1.999912,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,4729,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,6025529,1,5,6,30,6,6,6,0,6,6,6,0,5.974579,0.995763,1205105.8,2680094.89,5999392,4,0,0,0,0,0,6010403,1502600.75,2997864.216,5999392,4,0,0,0,0,20,100,0.165961,0.829803,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,26137,0,26137,26137,5999392,0,5999392,5999392,BENIGN
6,194788,73,117,1135,163377,188,0,15.547945,36.203914,2920,0,1396.384615,384.206837,844569.4807,975.41943,1030.624339,3935.379969,42227,1,194788,2705.388889,6518.5369,42227,4,178866,1541.948276,6021.059788,57571,2,0,0,0,0,1472,2352,374.766413,600.653018,0,2920,861.319372,738.68697,545658.4396,0,0,0,1,0,0,0,0,1,865.852632,15.547945,1396.384615,0,0,0,0,0,0,73,1135,117,163377,8192,32,72,20,0,0,0,0,0,0,0,0,BENIGN
6,115536249,21,20,928,6698,473,0,44.190476,109.758197,1460,0,334.9,563.816403,66.005259,0.354867,2888406.225,4508879.506,10000000,4,116000000,5776812.45,4948077.881,10100000,4,110000000,5810587.474,5083846.501,10000000,4,0,0,0,0,432,544,0.181761,0.173106,0,1460,181.571429,418.485431,175130.0557,0,0,0,1,0,0,0,0,0,186,44.190476,334.9,0,0,0,0,0,0,21,928,20,6698,8192,290,20,20,33524.08333,19131.27053,89475,23052,9594496.333,1411697.807,10000000,5111771,BENIGN
6,5724072,9,5,343,3117,186,0,38.111111,69.246741,1618,0,623.4,832.780163,604.464794,2.445811,440313.2308,1528952.625,5528430,4,5724072,715509,1944999.008,5528430,4,107731,26932.75,29759.06862,54102,220,0,0,0,0,296,168,1.572307,0.873504,0,1618,230.666667,532.551495,283611.0952,0,0,0,1,0,0,0,0,0,247.142857,38.111111,623.4,0,0,0,0,0,0,9,343,5,3117,29200,119,3,32,195638,0,195638,195638,5528430,0,5528430,5528430,BENIGN
17,179,2,2,76,132,38,38,38,0,66,66,66,0,1162011.173,22346.36872,59.666667,61.695489,126,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,40,11173.18436,11173.18436,38,66,49.2,15.336232,235.2,0,0,0,0,0,0,0,0,1,61.5,38,66,0,0,0,0,0,0,2,76,2,132,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
6,3954277,1,5,6,30,6,6,6,0,6,6,6,0,9.104066,1.517344,790855.4,1749374.561,3920189,0,0,0,0,0,0,3941930,985482.5,1956497.829,3920189,0,0,0,0,0,20,100,0.252891,1.264454,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
17,24217,2,2,80,202,40,40,40,0,101,101,101,0,11644.71239,165.173225,8072.333333,13975.6293,24210,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,82.586613,82.586613,40,101,64.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,80.5,40,101,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,196,2,0,0,0,0,0,0,0,0,0,0,0,0,10204.08163,196,0,196,196,196,196,0,196,196,0,0,0,0,0,0,0,0,0,64,0,10204.08163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30974,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,5955053,1,5,6,30,6,6,6,0,6,6,6,0,6.045286,1.007548,1191010.6,2642067.09,5917249,1,0,0,0,0,0,5930905,1482726.25,2956355.506,5917249,1,0,0,0,0,20,100,0.167925,0.839623,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,37804,0,37804,37804,5917249,0,5917249,5917249,BENIGN
6,605,2,0,0,0,0,0,0,0,0,0,0,0,0,3305.785124,605,0,605,605,605,605,0,605,605,0,0,0,0,0,0,0,0,0,64,0,3305.785124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30085,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
6,5439047,1,5,6,30,6,6,6,0,6,6,6,0,6.618807,1.103134,1087809.4,2416665.038,5410850,1,0,0,0,0,0,5428883,1357220.75,2702432.861,5410850,1,0,0,0,0,20,100,0.183856,0.919279,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,28197,0,28197,28197,5410850,0,5410850,5410850,BENIGN
17,23342,1,1,67,148,67,67,67,0,148,148,148,0,9210.864536,85.682461,23342,0,23342,23342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.84123,42.84123,67,148,94,46.765372,2187,0,0,0,0,0,0,0,0,1,141,67,148,0,0,0,0,0,0,1,67,1,148,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
6,214571,2,1,0,0,0,0,0,0,0,0,0,0,0,13.981386,107285.5,151646.8274,214516,55,55,55,0,55,55,0,0,0,0,0,0,0,0,0,64,32,9.320924,4.660462,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,30016,5039,0,32,0,0,0,0,0,0,0,0,BENIGN
6,5812322,1,5,6,30,6,6,6,0,6,6,6,0,6.193738,1.03229,1162464.4,2583412.463,5783794,3,0,0,0,0,0,5793861,1448465.25,2890222.027,5783794,3,0,0,0,0,20,100,0.172048,0.860241,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,28528,0,28528,28528,5783794,0,5783794,5783794,BENIGN
17,342,2,2,102,224,51,51,51,0,112,112,112,0,953216.3743,11695.90643,114,67.549982,183,48,48,48,0,48,48,183,183,0,183,183,0,0,0,0,64,64,5847.953216,5847.953216,51,112,75.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
6,77255008,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888889,5.301991,151.045224,0.181218,5942692.923,18900000,68200000,4,77300000,19300000,38600000,77200000,186,77200000,9655833.125,23900000,68200000,4,0,0,0,0,112,192,0.064721,0.116497,0,8760,778.333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.928571,2321.4,6.888889,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,9287,0,9287,9287,38600000,41900000,68200000,8958479,BENIGN
6,67043686,14,12,2701,421,1460,0,192.928571,417.305913,256,0,35.083333,81.174849,46.566652,0.387807,2681747.44,4382601.097,10000000,49,67000000,5157206.615,4981973.603,10000000,49,60400000,5489064.364,5217077.87,10000000,876,0,0,0,0,292,324,0.208819,0.178988,0,1460,115.62963,310.782653,96585.85755,0,0,0,1,0,0,0,0,0,120.076923,192.928571,35.083333,0,0,0,0,0,0,14,2701,12,421,8192,1129,13,20,82086.71429,153121.8487,429322,23154,9495582.714,1261309.975,10000000,6640694,BENIGN
6,78346048,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888889,5.301991,148.941782,0.178694,6026619.077,19700000,71100000,1,78300000,19600000,39200000,78300000,183,78300000,9790099.25,24900000,71100000,1,0,0,0,0,112,192,0.063819,0.114875,0,8760,778.333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.928571,2321.4,6.888889,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,16278,0,16278,16278,39200000,45200000,71100000,7187806,BENIGN
6,3315948,1,5,6,30,6,6,6,0,6,6,6,0,10.856624,1.809437,663189.6,1469133.462,3291220,3,0,0,0,0,0,3296907,824226.75,1644663.415,3291220,3,0,0,0,0,20,100,0.301573,1.507864,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN
